token,label
marcaine,medicine
27</span> users found this comment helpful.,diagnosis
hylira,medicine
dinesh yadav,human
hydrochlorothiazide / spironolactone,medicine
javed abbas,human
bhagwan nishad,human
dhanraj,human
qnasl,medicine
amandeep,human
chronic fatigue syndrome,diagnosis
satbir,human
hamid khan,human
raeeyan,human
ashish kumar,human
levothyroxine,medicine
pseudomembranous colitis,diagnosis
ahmed hussain,human
karmveer singh negi,human
nucala,medicine
devasheeh,human
chintan saini,human
ombeer,human
dinesh kumar aggarwal,human
subjeet vishavkarma,human
vinit verma,human
lorazepam,medicine
40</span> users found this comment helpful.,diagnosis
kaari tafseer alam,human
alijan mansuri,human
constulose,medicine
sunil janu,human
melasma,diagnosis
sandeep pawar,human
shajid,human
kamil,human
madan lal,human
ramjan,human
prolensa,medicine
ram chandra mishra,human
tambocor,medicine
devilal,human
mohd zahid s/o karimudeen,human
aripiprazole,medicine
sanchit mittal,human
mehboob,human
vandazole,medicine
prezcobix,medicine
sahajaha,human
quillivant xr,medicine
sandeep alongwith auto,human
acidophilus,medicine
diagnostic bronchograms,diagnosis
shahjad,human
nischaya,human
sujeet kumar jha,human
sohel,human
19</span> users found this comment helpful.,diagnosis
allergies,diagnosis
ishwar singh aggarwal,human
Shripad Naniwadelar,human
acetaminophen / caffeine / magnesium salicylate,medicine
jaidev,human
dipendra kumar,human
diaper rash,diagnosis
bystolic,medicine
omalizumab,medicine
parven,human
mehandi hasan,human
azithromycin,medicine
riyajuddin,human
lilaram,human
kartik das,human
meenaz khan,human
drospirenone / ethinyl estradiol,medicine
chandru,human
ramesh chander gupta,human
mahveer singh,human
oxaydo,medicine
ramtek,human
abhinav vashishat,human
bhuralal,human
compoz nighttime sleep aid,medicine
zishan,human
sakir ali,human
sanjeev gautam,human
narendra kumar jain,human
ankur baliyan,human
Sanjay Natha,human
shidharth shukla urf sumit,human
mayur bhatia,human
shambhu gupta,human
vishal mishra,human
Ranjana Ghevpade,human
chandeshwar prasad,human
sorafenib,medicine
zollinger-ellison syndrome,diagnosis
quasense,medicine
xolegel,medicine
rakshit garg,human
edarbyclor,medicine
purnmal,human
olysio,medicine
progesterone,medicine
dharmpal,human
ratul viswas,human
"breast cancer, prevention",diagnosis
satnarayan meena,human
pramod choudhary,human
norditropin,medicine
mohd. farvej sha,human
rajesh,human
dalteparin,medicine
tylenol pm,medicine
dilantin,medicine
cervical dystonia,diagnosis
legionella pneumonia,diagnosis
diljan,human
ram gopal urf gopiram meena,human
pirbuterol,medicine
giriraj,human
tej prakash,human
mangi ram singh,human
mucinex dm,medicine
keshar,human
somdath,human
rohit kumar tiwari,human
eliyas,human
altace,medicine
rajesh james,human
noor hassan,human
sajruddin,human
sohaib,human
kumari ritu,human
md javed,human
doxorubicin,medicine
nefazodone,medicine
amrit kujur,human
sachin verma,human
murarilal,human
suman chaudhary,human
sultan,human
patender,human
fast freeze,medicine
amerge,medicine
diphenidol,medicine
Usha HAzare,human
gastric ulcer maintenance treatment,diagnosis
satu singh,human
subhan,human
idrish ali,human
nawed,human
desh  deepak pandey,human
rabies prophylaxis,diagnosis
raju,human
mellaril,medicine
dharam pal,human
meprobamate,medicine
antihemophilic factor / von willebrand factor,medicine
sukh dev,human
pregabalin,medicine
proctosol-hc,medicine
sabir ali,human
sukhbir singh,human
mr. ashok kumar,human
quinapril,medicine
diovan,medicine
aloe vera / hydrocortisone / iodoquinol,medicine
trocaine,medicine
orthovisc,medicine
sablu,human
colace,medicine
supartz,medicine
cholera,diagnosis
monu bansal,human
psoriasis,diagnosis
neeraj yadav,human
bowel preparation,diagnosis
tanzeum,medicine
testicular cance,diagnosis
sardeep,human
abhay,human
asagar khan,human
harish tanwar,human
1ST oct 2019,complaints
metamucil,medicine
braham singh,human
jay prkash rohal,human
Backpain ,complaints
gyandeep,human
makena,medicine
nishith bhattacharya,human
sidarth sharma,human
croup,diagnosis
lakshya sharma,human
isotretinoin,medicine
axid ar,medicine
rameshwer urf kallu,human
jitendra gayri,human
dronabinol,medicine
dharmpal  yadav,human
mandeep singh,human
atazanavir,medicine
navneet singh negi,human
cosopt,medicine
mr. mahendra singh,human
uniphyl,medicine
bhajju ram,human
ravi shankar goswami,human
mohit kumar sharma,human
md. hasrat khan,human
sjogren's syndrome,diagnosis
prevalite,medicine
robitussin coughgels long-acting,medicine
gensingh,human
susmata dass,human
satrughan muttun,human
naajim,human
aids related wasting,diagnosis
anil balai,human
chander parkash,human
ravi gupta,human
saddham,human
sh sardar singh yadav,human
alam,human
andhav,human
voltaren gel,medicine
ashish vajpay,human
prilosec,medicine
galantamine,medicine
metadate cd,medicine
sanjeet kumar,human
readi-cat,medicine
radhamohan,human
rakesh chander sharma,human
mahendra singh,human
embeda,medicine
noori,human
aspirin / diphenhydramine,medicine
fentanyl,medicine
har bilas,human
mukesh goyal,human
sahid hussain,human
levo-t,medicine
cialis,medicine
t-diet,medicine
ilyas,human
dysuria,diagnosis
aptiom,medicine
mahammd sarfroj,human
mohd. vashim,human
vishal atre,human
temodar,medicine
dinesh singh rana,human
md aariv,human
rajveer singh,human
peri-colace,medicine
ravi ram,human
mobin,human
raj,human
karishan,human
yasar ali,human
necon 1 / 35,medicine
ansh,human
diflunisal,medicine
hament,human
sectral,medicine
mirtazapine,medicine
bishan,human
prashant jain,human
targiniq er,medicine
surender singh chauhan,human
vitamin d3,medicine
chateal,medicine
jaffar,human
roshan kumar,human
deepak aggarwal,human
sronyx,medicine
metformin / rosiglitazone,medicine
jitender sharma,human
smt sonam,human
"tuberculosis, active",diagnosis
aatir saifi,human
glatopa,medicine
ram yadav,human
divansh,human
advil cold and sinus,medicine
lifitegrast,medicine
doans pills extra strength,medicine
mohit gupta s/o late. mahananad,human
calf pain,complaints
mohd khalid,human
salicylic acid / urea,medicine
oasis tears,medicine
sukhdev prasad,human
lymphocytic colitis,diagnosis
accutane,medicine
krishn kant joshi,human
influenza,diagnosis
rajiv goyal,human
ram parsad,human
darvocet a500,medicine
vrendra singh,human
mahaveer mali,human
modh yakum,human
ajay saine,human
47</span> users found this comment helpful.,diagnosis
laxmi chand,human
rajan kumar,human
buddhi singh,human
charan dass,human
seti,human
forteo,medicine
noornabi,human
dr gopal bhagat,human
kushal  gupta,human
mahesh chand tiwari,human
hypercare,medicine
microscopic polyangiitis,diagnosis
photoaging of the skin,diagnosis
afinitor,medicine
amevive,medicine
povidone iodine,medicine
afzal,human
swati sharma,human
Cervical Spondylosis,diagnosis
padam bahadur s/o karan,human
zutripro,medicine
felodipine,medicine
mohd. salim,human
kalyan singh devra,human
goserelin,medicine
tegaserod,medicine
beclomethasone,medicine
sachi chauhan,human
pawan rana,human
shiv narayan,human
zaleplon,medicine
mohd ashikeen,human
senna lax,medicine
onglyza,medicine
bhabhav uniyal,human
mohit chaudhary,human
ashish solanki,human
banwari lal saini,human
anil dhar,human
sameer,human
eltrombopag,medicine
swine flu,diagnosis
zishan khan,human
rajkumar jain,human
mager sahu,human
strabismus,diagnosis
sucralfate,medicine
breo ellipta,medicine
atrovent hfa,medicine
combivent,medicine
narcan injection,medicine
jagjeet singh,human
silenor,medicine
rahul pratap,human
disulfiram,medicine
prednicarbate,medicine
dharamveer,human
dharmender singh solanki,human
midazolam,medicine
naval kishore,human
mohd noman,human
vinay bhattia,human
mamu ram,human
eskalith-cr,medicine
ravinder kr malhotra,human
vishnu,human
chatan,human
ramdutt,human
gopal dhakad,human
nasir,human
ajay halder,human
anurag verma,human
amit sachdeva,human
kadir ali,human
md aagad,human
mohabbat ali,human
dinesh pareek,human
sh pratap singh,human
pradeep saini,human
omnipaque 350,medicine
nizoral,medicine
muslim,human
dhurender singh,human
zafirlukast,medicine
guruvachan singh,human
zemaira,medicine
rajesh rawat,human
peganone,medicine
kale,human
paramveer urf chintu,human
Priya Vilwa,human
amitriptyline,medicine
pankaj rawal,human
clomid,medicine
arun kafley,human
acetaminophen / propoxyphene,medicine
bhart,human
jabir hussain,human
fluzone,medicine
ravi kapoor,human
kamal kishor radhey,human
teerath ram,human
melatonin,medicine
mukish kumar,human
aasish  kumar,human
bablu regar,human
oral and dental conditions,diagnosis
rahul drall,human
hardeep gauttam,human
linaclotide,medicine
prabhash yadav,human
basant ram,human
amikin,medicine
fabior,medicine
qvar,medicine
rihaan,human
aryan prateek,human
md. anvar,human
ivermectin,medicine
istyak,human
abid,human
sujeet haldal,human
gildess fe 1 / 20,medicine
sachin sharma,human
yogesh kumar dhunna,human
aarif,human
md. ibrahim,human
jairam singh,human
thioridazine,medicine
omnaris,medicine
canasa,medicine
rajiv shah,human
alogliptin / metformin,medicine
laxman pandit,human
parvej alam,human
santosh uppadhya,human
durga parshad,human
mohit maan,human
hypoglycemia,diagnosis
obesity,diagnosis
neeraj sahgal,human
paranoid disorde,diagnosis
monupal,human
ravi rawat,human
dermatitis,diagnosis
itraconazole,medicine
kashi nath singh,human
gajraj,human
smt. pooja,human
M/38years,human
seizure prevention,diagnosis
kamal kishore sharma,human
budhan,human
pawansingh,human
actiq,medicine
gurprit,human
moh. imran,human
banshi,human
85</span> users found this comment helpful.,diagnosis
fondaparinux,medicine
laxman dass,human
rohtash saini,human
bhavuk goel,human
akash gupta,human
pradeep,human
sodium polystyrene sulfonate,medicine
akhilesh gupta,human
jay,human
vishal rastogi,human
manohar,human
mahendra kumar,human
F / 46 years,human
wiliyam,human
mania,diagnosis
vijay gurjar,human
lemtrada,medicine
nausea/vomiting,diagnosis
khushnaseeb,human
ramotar,human
poshetty gajjala,human
mononucleosis,diagnosis
sachin jain,human
vitapap,medicine
Ruchi Deshpande,human
lallu,human
abdul aziz,human
accupril,medicine
vikash arora,human
farhan,human
cryselle,medicine
abdul khalil,human
mohd. sakil,human
everolimus,medicine
prem lal,human
aman kumar,human
dhrambir,human
spiriva respimat,medicine
high blood pressure,diagnosis
gyanwati,human
primary hyperaldosteronism,diagnosis
salesh girsa,human
zinc oxide,medicine
pooran chand sharma,human
dowlat bhagat,human
himanshu dedha,human
nayan saikh,human
glucovance,medicine
low-ogestrel-21,medicine
pulmicort turbuhaler,medicine
lalaram,human
primary hyperaldosteronism diagnosis,diagnosis
tylenol 8 hour,medicine
pintu thakur,human
piroxicam,medicine
taltz,medicine
pazeo,medicine
metoclopramide,medicine
md zahid,human
ram swaroop,human
mohit mathur,human
janardam,human
ishwar bansal,human
amar deep,human
kamleshwar kumar,human
tribavan,human
claritin-d 24 hour,medicine
tri-lo-estarylla,medicine
ajay mital,human
subato mukherjee,human
mh sahil,human
astepro,medicine
trilafon,medicine
mr. fateh singh,human
mahendar  s/o ramesh  cast keer,human
suraj kumar,human
warish,human
girish chandra,human
ashish dixit,human
sodium bicarbonate,medicine
peg3350,medicine
Tejas scolankar,human
trametinib,medicine
Neck Pain,complaints
rantesh,human
sachin kumar gupta,human
prakash meena,human
bupivacaine,medicine
om parkash,human
sunil gurjer,human
arun joshi,human
kudeep,human
amethia,medicine
gafur,human
sarbjeet mishra,human
chhotu harijan,human
swami nath,human
terbutaline,medicine
shankar gupta,human
navi alam,human
arif niyaz,human
danazol,medicine
prithvi chand,human
harji,human
dhananjai,human
mohd. nafees,human
bayer aspirin,medicine
ishwar,human
raman dixit,human
mitnu & santhosh,human
mangelal,human
lakhi,human
shri manoj,human
azasite,medicine
rajat garg,human
mukesh chand chaturvedi,human
aaftab aslam,human
ashish yadav,human
virender sehrawat,human
kishan lal kanojia,human
mohd. arman,human
mhendar singh,human
ikbal,human
suresh kumar,human
phillips' milk of magnesia,medicine
akash rajput,human
sushil sharma,human
rajender kumar dheer,human
hyperekplexia,diagnosis
zeshan akhtar,human
(R) Knee effusion,diagnosis
devender jain,human
puspak kandpal,human
raja babu,human
yasin,human
emla,medicine
flector patch,medicine
laxman sinsh,human
chander shekar,human
methamphetamine,medicine
chela ram,human
salin malhotra,human
ikrar,human
genvoya,medicine
jishant,human
imran s/o maman singh,human
munna kumar,human
jayshing,human
jagan nath,human
vijaypal singh,human
mohd ujjam,human
(R) sided LBP,diagnosis
surender mandal,human
rajeev lochan,human
kishan sharma,human
mohd rafiq,human
nain singh,human
ram nath choudhary,human
yogesh chandra joshi,human
enoxaparin,medicine
naimuddin,human
udit,human
pankaj mehra,human
omjone ibanuil,human
gilotrif,medicine
mustkeem,human
prabhatyashi urf harsit,human
dharmendera,human
mohar singh,human
retisert,medicine
altabax,medicine
dhulin,human
acetaminophen / butalbital / caffeine,medicine
jai prakash sharma,human
janeshwar,human
parshu ram singh,human
methadone,medicine
munnu,human
ashok kumar sani,human
monistat 7-day combination pack,medicine
relafen,medicine
vijay sharma,human
nitin verma,human
desogestrel / ethinyl estradiol,medicine
percodan,medicine
mohd. ajim,human
dhisa ram,human
acyclovir,medicine
dhrampla,human
prem singh bisht,human
reprexain,medicine
kalu luhar,human
ram narain,human
najar hussan,human
diprivan,medicine
tony,human
"hypothyroidism, after thyroid removal",diagnosis
rhinitis,diagnosis
ankur,human
vivek auhari,human
aadesh,human
rajkumar khanna,human
dalchand,human
rohit gill,human
talim,human
mamchand,human
raj upadhyay,human
amrudin,human
chetan,human
vipendra singh s/o mahendra singh,human
manpreet singh,human
Digambar Deshmukh,human
"ischemic stroke, prophylaxis",diagnosis
girishi chand,human
azithromycin dose pack,medicine
manoj gaur,human
crohn's disease,diagnosis
avdesh singh tomar,human
prabhakar,human
sachin raghav,human
mohd.  asif,human
advil cold and sinus liqui-gels,medicine
mycelex troche,medicine
zofran,medicine
kirorimal,human
praful naag,human
ravi meena,human
121</span> users found this comment helpful.,diagnosis
6</span> users found this comment helpful.,diagnosis
shakil,human
fluconazole,medicine
jalmi,human
tranexamic acid,medicine
mohd kaif,human
nagender singh,human
parveen suyal,human
ranolazine,medicine
ophthalmic surgery,diagnosis
jubed,human
vijay singhal,human
Aparna Sahastrabuddhe,human
claritin,medicine
shivaji rai,human
satnosh,human
symbicort,medicine
jakafi,medicine
dauji,human
rufinamide,medicine
ram govind,human
dyanavel xr,medicine
evamist,medicine
aamir,human
paxil cr,medicine
umesh,human
matbar singh,human
reyataz,medicine
daliresp,medicine
vivitrol,medicine
vinay yadav,human
ultracet,medicine
dextroamphetamine,medicine
pradep kumar,human
umesh yadav,human
cogentin,medicine
amir,human
lakki,human
sharda rao,human
brexpiprazole,medicine
smt lalita,human
glipizide,medicine
cinryze,medicine
surgayan kanwar,human
epidrin,medicine
codeine,medicine
nesha,human
risedronate,medicine
brij mohan,human
shahid alam,human
satrohan saday,human
girraj,human
mitthu,human
vimlesh,human
sahil khandelwal,human
bisacodyl / polyethylene glycol 3350 / potassium chloride / sodium bicarbonate / sodium chloride,medicine
naprelan,medicine
sher hasan,human
fleet enema,medicine
ved pal,human
gadavist,medicine
migraine prevention,diagnosis
codimal dm,medicine
rohitash,human
sahil tigga,human
glaucoma,diagnosis
vijay pal sani,human
proctofoam hc,medicine
dev puri goswami,human
gopal kumhar,human
sujal,human
virat bahadur,human
aasha ray,human
sklice,medicine
babu o m,human
khamchand,human
hari om,human
kanahiya soni,human
apomorphine,medicine
kaluram,human
doulat singh,human
susan subva,human
unisom sleepgels,medicine
eucrisa,medicine
mittopuri,human
ortho evra,medicine
percocet,medicine
sanjay gomes,human
mr. love soni,human
wolff-parkinson-white syndrome,diagnosis
tanvir ahmad,human
noor mhoomad,human
rupak singh,human
acial lipoatrophy,diagnosis
